time,setpoint,z,z_clean,vz,tof_range,baro_alt
2.170000,0.600000,0.369954,0.365505,0.579798,0.374789,0.291291
2.172500,0.600000,0.366683,0.366957,0.581346,0.373880,0.165721
2.175000,0.600000,0.372846,0.368412,0.582769,0.359282,0.262854
2.177500,0.600000,0.365177,0.369870,0.584070,0.374065,0.311120
2.180000,0.600000,0.369588,0.371332,0.585253,0.370596,0.400506
2.182500,0.600000,0.375477,0.372797,0.586318,0.364263,0.397162
2.185000,0.600000,0.368313,0.374264,0.587270,0.379412,0.368971
2.187500,0.600000,0.374648,0.375733,0.588109,0.379916,0.392294
2.190000,0.600000,0.371433,0.377204,0.588839,0.370136,0.367303
2.192500,0.600000,0.378965,0.378677,0.589461,0.380765,0.331496
2.195000,0.600000,0.377015,0.380152,0.589979,0.368174,0.249076
2.197500,0.600000,0.381380,0.381627,0.590394,0.379098,0.290581
2.200000,0.600000,0.378761,0.383104,0.590709,0.359059,0.467306
2.202500,0.600000,0.383518,0.384581,0.590925,0.370818,0.289545
2.205000,0.600000,0.384792,0.386058,0.591045,0.392723,0.509060
2.207500,0.600000,0.387867,0.387536,0.591071,0.382625,0.415366
2.210000,0.600000,0.395404,0.389014,0.591006,0.402364,0.395599
2.212500,0.600000,0.388882,0.390491,0.590850,0.385479,0.342879
2.215000,0.600000,0.393925,0.391968,0.590607,0.411904,0.461566
2.217500,0.600000,0.398074,0.393444,0.590278,0.417733,0.316458
2.220000,0.600000,0.390842,0.394919,0.589864,0.394511,0.358671
2.222500,0.600000,0.396168,0.396393,0.589369,0.405465,0.326081
2.225000,0.600000,0.398951,0.397866,0.588794,0.391784,0.492351
2.227500,0.600000,0.396599,0.399337,0.588141,0.390647,0.408420
2.230000,0.600000,0.396111,0.400807,0.587411,0.390187,0.545278
2.232500,0.600000,0.399780,0.402274,0.586607,0.398124,0.480611
2.235000,0.600000,0.408599,0.403740,0.585730,0.402227,0.448280
2.237500,0.600000,0.400153,0.405203,0.584783,0.399533,0.187310
2.240000,0.600000,0.402663,0.406664,0.583766,0.389308,0.579691
2.242500,0.600000,0.406001,0.408122,0.582681,0.419343,0.266619
2.245000,0.600000,0.407806,0.409577,0.581530,0.412727,0.513396
2.247500,0.600000,0.414722,0.411029,0.580315,0.437215,0.426029
2.250000,0.600000,0.412855,0.412479,0.579038,0.397428,0.492343
2.252500,0.600000,0.422642,0.413925,0.577700,0.430474,0.140785
2.255000,0.600000,0.414086,0.415367,0.576302,0.433157,0.344087
2.257500,0.600000,0.407514,0.416806,0.574846,0.425473,0.461688
2.260000,0.600000,0.420653,0.418241,0.573333,0.417758,0.241172
2.262500,0.600000,0.415007,0.419673,0.571766,0.423020,0.595824
2.265000,0.600000,0.418627,0.421100,0.570145,0.430305,0.435093
2.267500,0.600000,0.422111,0.422523,0.568473,0.411520,0.395105
2.270000,0.600000,0.423176,0.423943,0.566749,0.448867,0.302203
2.272500,0.600000,0.433228,0.425357,0.564977,0.415207,0.283783
2.275000,0.600000,0.427462,0.426767,0.563156,0.441115,0.285183
2.277500,0.600000,0.433339,0.428173,0.561289,0.404063,0.496456
2.280000,0.600000,0.425935,0.429574,0.559377,0.436516,0.465123
2.282500,0.600000,0.433835,0.430970,0.557421,0.440897,0.458151
2.285000,0.600000,0.429785,0.432361,0.555422,0.443011,0.417164
2.287500,0.600000,0.432615,0.433747,0.553382,0.419835,0.374752
2.290000,0.600000,0.433895,0.435128,0.551302,0.435348,0.383246
2.292500,0.600000,0.437492,0.436504,0.549183,0.445069,0.329354
2.295000,0.600000,0.442454,0.437874,0.547027,0.453787,0.668961
2.297500,0.600000,0.443011,0.439239,0.544833,0.457107,0.488366
2.300000,0.600000,0.438251,0.440598,0.542605,0.423795,0.448186
2.302500,0.600000,0.438847,0.441952,0.540342,0.436318,0.495512
2.305000,0.600000,0.437448,0.443300,0.538046,0.467839,0.576039
2.307500,0.600000,0.448721,0.444642,0.535718,0.449297,0.473917
2.310000,0.600000,0.441178,0.445978,0.533359,0.445834,0.508967
2.312500,0.600000,0.443266,0.447309,0.530970,0.450146,0.554911
2.315000,0.600000,0.450917,0.448633,0.528552,0.443258,0.571007
2.317500,0.600000,0.447407,0.449951,0.526106,0.442791,0.547542
2.320000,0.600000,0.445828,0.451264,0.523634,0.452684,0.548320
2.322500,0.600000,0.445725,0.452570,0.521135,0.449950,0.518819
2.325000,0.600000,0.450786,0.453869,0.518612,0.449562,0.303916
2.327500,0.600000,0.462118,0.455163,0.516065,0.437620,0.588098
2.330000,0.600000,0.454560,0.456450,0.513494,0.450220,0.524461
2.332500,0.600000,0.454467,0.457730,0.510902,0.466560,0.399967
2.335000,0.600000,0.468915,0.459004,0.508288,0.463843,0.625651
2.337500,0.600000,0.455722,0.460272,0.505654,0.452482,0.524201
2.340000,0.600000,0.456273,0.461532,0.503000,0.475900,0.365790
2.342500,0.600000,0.462153,0.462787,0.500327,0.449991,0.329324
2.345000,0.600000,0.457990,0.464034,0.497637,0.469841,0.691248
2.347500,0.600000,0.476305,0.465275,0.494930,0.457655,0.671166
2.350000,0.600000,0.461562,0.466509,0.492206,0.457359,0.617626
2.352500,0.600000,0.465556,0.467736,0.489467,0.458742,0.386602
2.355000,0.600000,0.464181,0.468956,0.486714,0.479839,0.535736
2.357500,0.600000,0.464069,0.470169,0.483946,0.482660,0.376576
2.360000,0.600000,0.476205,0.471376,0.481165,0.482607,0.394233
2.362500,0.600000,0.470215,0.472575,0.478372,0.475229,0.342652
2.365000,0.600000,0.477065,0.473768,0.475567,0.451242,0.713317
2.367500,0.600000,0.479714,0.474953,0.472751,0.485345,0.669927
2.370000,0.600000,0.476919,0.476131,0.469925,0.493371,0.539508
2.372500,0.600000,0.477830,0.477303,0.467088,0.489687,0.400123
2.375000,0.600000,0.482239,0.478467,0.464243,0.482491,0.401531
2.377500,0.600000,0.482465,0.479624,0.461389,0.484509,0.381608
2.380000,0.600000,0.479096,0.480774,0.458528,0.473852,0.435901
2.382500,0.600000,0.482257,0.481917,0.455659,0.486653,0.627242
2.385000,0.600000,0.480639,0.483052,0.452784,0.493463,0.647177
2.387500,0.600000,0.478809,0.484180,0.449903,0.487080,0.442465
2.390000,0.600000,0.480683,0.485302,0.447016,0.486332,0.343532
2.392500,0.600000,0.495589,0.486416,0.444125,0.502195,0.514880
2.395000,0.600000,0.493143,0.487522,0.441229,0.492644,0.391853
2.397500,0.600000,0.485975,0.488622,0.438330,0.504571,0.655816
2.400000,0.600000,0.496052,0.489714,0.435427,0.495646,0.454729
2.402500,0.600000,0.488008,0.490799,0.432521,0.494882,0.714872
2.405000,0.600000,0.492727,0.491876,0.429614,0.477166,0.632118
2.407500,0.600000,0.502494,0.492947,0.426705,0.485570,0.449221
2.410000,0.600000,0.497914,0.494010,0.423794,0.499808,0.581523
2.412500,0.600000,0.488091,0.495066,0.420883,0.508666,0.529795
2.415000,0.600000,0.501560,0.496114,0.417971,0.509230,0.506857
2.417500,0.600000,0.492426,0.497156,0.415060,0.505753,0.438016
2.420000,0.600000,0.500338,0.498190,0.412150,0.507537,0.760451
2.422500,0.600000,0.498339,0.499216,0.409240,0.518093,0.553554
2.425000,0.600000,0.505332,0.500236,0.406332,0.490241,0.501451
2.427500,0.600000,0.499353,0.501248,0.403426,0.493031,0.631115
2.430000,0.600000,0.508397,0.502253,0.400522,0.484848,0.596666
2.432500,0.600000,0.506014,0.503251,0.397621,0.499110,0.463921
2.435000,0.600000,0.498144,0.504241,0.394723,0.524794,0.421454
2.437500,0.600000,0.507785,0.505224,0.391829,0.520348,0.496341
2.440000,0.600000,0.502754,0.506200,0.388938,0.501003,0.520967
2.442500,0.600000,0.506886,0.507169,0.386052,0.494445,0.336106
2.445000,0.600000,0.506164,0.508131,0.383170,0.481692,0.405088
2.447500,0.600000,0.510508,0.509085,0.380293,0.521791,0.384154
2.450000,0.600000,0.505606,0.510032,0.377421,0.514483,0.653207
2.452500,0.600000,0.514210,0.510972,0.374555,0.521202,0.308836
2.455000,0.600000,0.510026,0.511905,0.371695,0.507764,0.468962
2.457500,0.600000,0.516425,0.512830,0.368841,0.535264,0.427373
2.460000,0.600000,0.510094,0.513749,0.365994,0.519270,0.385895
2.462500,0.600000,0.509207,0.514660,0.363153,0.510511,0.487139
2.465000,0.600000,0.503978,0.515565,0.360319,0.519342,0.852908
2.467500,0.600000,0.513230,0.516462,0.357493,0.513039,0.444213
2.470000,0.600000,0.519959,0.517352,0.354675,0.509711,0.410076
2.472500,0.600000,0.512403,0.518235,0.351864,0.518651,0.515590
2.475000,0.600000,0.526149,0.519112,0.349062,0.525193,0.351549
2.477500,0.600000,0.530507,0.519981,0.346268,0.517596,0.480368
2.480000,0.600000,0.513829,0.520843,0.343482,0.527750,0.519392
2.482500,0.600000,0.523375,0.521698,0.340706,0.527671,0.545634
2.485000,0.600000,0.529117,0.522546,0.337938,0.540142,0.467760
2.487500,0.600000,0.528468,0.523388,0.335180,0.537752,0.606256
2.490000,0.600000,0.521031,0.524222,0.332432,0.516513,0.770380
2.492500,0.600000,0.517726,0.525050,0.329693,0.543383,0.463204
2.495000,0.600000,0.512509,0.525871,0.326965,0.538548,0.402783
2.497500,0.600000,0.528605,0.526685,0.324246,0.519380,0.609005
2.500000,0.600000,0.528730,0.527492,0.321538,0.530076,0.546152
2.502500,0.600000,0.526620,0.528292,0.318841,0.536783,0.390621
2.505000,0.600000,0.522216,0.529086,0.316154,0.540295,0.511865
2.507500,0.600000,0.528003,0.529873,0.313478,0.518350,0.576484
2.510000,0.600000,0.528971,0.530654,0.310814,0.523579,0.411963
2.512500,0.600000,0.530213,0.531427,0.308160,0.532013,0.550993
2.515000,0.600000,0.531764,0.532194,0.305518,0.506675,0.373590
2.517500,0.600000,0.537301,0.532955,0.302888,0.533740,0.487913
2.520000,0.600000,0.540882,0.533709,0.300269,0.544543,0.465148
2.522500,0.600000,0.535929,0.534456,0.297662,0.551502,0.549760
2.525000,0.600000,0.543474,0.535197,0.295067,0.527392,0.394727
2.527500,0.600000,0.543249,0.535932,0.292485,0.559045,0.630548
2.530000,0.600000,0.537233,0.536660,0.289914,0.531957,0.559410
2.532500,0.600000,0.528478,0.537381,0.287356,0.540510,0.482642
2.535000,0.600000,0.529001,0.538096,0.284811,0.543719,0.625601
2.537500,0.600000,0.537233,0.538805,0.282278,0.543654,0.553883
2.540000,0.600000,0.540890,0.539508,0.279758,0.538569,0.352682
2.542500,0.600000,0.544538,0.540204,0.277251,0.538924,0.534655
2.545000,0.600000,0.528975,0.540894,0.274756,0.528349,0.469456
2.547500,0.600000,0.540672,0.541578,0.272275,0.537856,0.472671
2.550000,0.600000,0.531911,0.542255,0.269807,0.532262,0.706994
2.552500,0.600000,0.541275,0.542927,0.267352,0.527018,0.536139
2.555000,0.600000,0.539106,0.543592,0.264910,0.542700,0.354498
2.557500,0.600000,0.543971,0.544251,0.262482,0.539725,0.605865
2.560000,0.600000,0.546088,0.544905,0.260067,0.556892,0.603701
2.562500,0.600000,0.547734,0.545552,0.257666,0.554342,0.565766
2.565000,0.600000,0.550123,0.546193,0.255279,0.538181,0.563344
2.567500,0.600000,0.550490,0.546828,0.252905,0.545877,0.397398
2.570000,0.600000,0.556627,0.547457,0.250544,0.546234,0.598273
2.572500,0.600000,0.551223,0.548081,0.248198,0.547936,0.359829
2.575000,0.600000,0.554673,0.548698,0.245866,0.559518,0.497543
2.577500,0.600000,0.546482,0.549310,0.243547,0.539478,0.585537
2.580000,0.600000,0.544035,0.549916,0.241242,0.551267,0.519643
2.582500,0.600000,0.555277,0.550516,0.238952,0.555026,0.559289
2.585000,0.600000,0.549426,0.551111,0.236675,0.551458,0.289807
2.587500,0.600000,0.557451,0.551700,0.234413,0.547119,0.335171
2.590000,0.600000,0.552347,0.552283,0.232164,0.560553,0.451485
2.592500,0.600000,0.552194,0.552861,0.229930,0.566308,0.411512
2.595000,0.600000,0.551744,0.553433,0.227710,0.535762,0.662570
2.597500,0.600000,0.552343,0.553999,0.225504,0.557482,0.504198
2.600000,0.600000,0.553068,0.554560,0.223312,0.553278,0.720948
2.602500,0.600000,0.553275,0.555116,0.221135,0.549490,0.669735
2.605000,0.600000,0.559870,0.555666,0.218972,0.560926,0.491733
2.607500,0.600000,0.551474,0.556211,0.216823,0.550287,0.620076
2.610000,0.600000,0.565174,0.556750,0.214689,0.555994,0.560064
2.612500,0.600000,0.563195,0.557284,0.212569,0.558423,0.537237
2.615000,0.600000,0.558632,0.557813,0.210463,0.551807,0.337684
2.617500,0.600000,0.548920,0.558336,0.208371,0.562471,0.620170
2.620000,0.600000,0.561072,0.558855,0.206294,0.549904,0.644612
2.622500,0.600000,0.561983,0.559368,0.204231,0.563296,0.636157
2.625000,0.600000,0.559617,0.559876,0.202183,0.551907,0.590612
2.627500,0.600000,0.564314,0.560379,0.200149,0.544958,0.452052
2.630000,0.600000,0.561666,0.560877,0.198129,0.559181,0.575690
2.632500,0.600000,0.550483,0.561369,0.196123,0.568411,0.376320
2.635000,0.600000,0.565071,0.561857,0.194132,0.568266,0.350569
2.637500,0.600000,0.566140,0.562340,0.192155,0.557386,0.433580
2.640000,0.600000,0.561303,0.562818,0.190193,0.568623,0.512673
2.642500,0.600000,0.571127,0.563291,0.188245,0.556103,0.595581
2.645000,0.600000,0.562355,0.563759,0.186311,0.566789,0.733452
2.647500,0.600000,0.564830,0.564223,0.184391,0.564596,0.848791
2.650000,0.600000,0.557549,0.564681,0.182485,0.545403,0.671895
2.652500,0.600000,0.566512,0.565135,0.180594,0.551930,0.405131
2.655000,0.600000,0.568257,0.565584,0.178717,0.561132,0.568425
2.657500,0.600000,0.567962,0.566029,0.176854,0.577542,0.707188
2.660000,0.600000,0.564328,0.566468,0.175005,0.558040,0.800179
2.662500,0.600000,0.568718,0.566904,0.173170,0.566837,0.563754
2.665000,0.600000,0.564310,0.567334,0.171349,0.553864,0.475059
2.667500,0.600000,0.564776,0.567760,0.169543,0.541686,0.511045
2.670000,0.600000,0.554490,0.568182,0.167750,0.568267,0.573024
2.672500,0.600000,0.569608,0.568599,0.165971,0.548375,0.767049
2.675000,0.600000,0.561745,0.569012,0.164207,0.578188,0.438200
2.677500,0.600000,0.568969,0.569420,0.162456,0.568311,0.490598
2.680000,0.600000,0.572068,0.569824,0.160719,0.566275,0.579838
2.682500,0.600000,0.568590,0.570224,0.158995,0.581916,0.609930
2.685000,0.600000,0.572952,0.570619,0.157286,0.561893,0.507985
2.687500,0.600000,0.569902,0.571010,0.155590,0.561832,0.646273
2.690000,0.600000,0.577493,0.571397,0.153908,0.552075,0.341985
2.692500,0.600000,0.574037,0.571780,0.152240,0.570362,0.614426
2.695000,0.600000,0.576297,0.572158,0.150585,0.556528,0.624159
2.697500,0.600000,0.579340,0.572533,0.148944,0.567753,0.580595
2.700000,0.600000,0.574596,0.572903,0.147316,0.583644,0.424046
2.702500,0.600000,0.578997,0.573269,0.145702,0.567923,0.548896
2.705000,0.600000,0.572082,0.573631,0.144101,0.567988,0.558260
2.707500,0.600000,0.565151,0.573990,0.142513,0.571565,0.594696
2.710000,0.600000,0.568219,0.574344,0.140939,0.577881,0.573045
2.712500,0.600000,0.572390,0.574694,0.139378,0.570090,0.369172
2.715000,0.600000,0.573974,0.575041,0.137830,0.584085,0.652405
2.717500,0.600000,0.574324,0.575383,0.136296,0.585967,0.524338
2.720000,0.600000,0.583763,0.575722,0.134774,0.600358,0.530695
2.722500,0.600000,0.580583,0.576057,0.133266,0.591901,0.724729
2.725000,0.600000,0.577933,0.576389,0.131770,0.587788,0.540908
2.727500,0.600000,0.580233,0.576716,0.130288,0.567744,0.547802
2.730000,0.600000,0.576631,0.577040,0.128818,0.579025,0.266502
2.732500,0.600000,0.580157,0.577360,0.127361,0.589620,0.673023
2.735000,0.600000,0.574630,0.577677,0.125917,0.588327,0.673784
2.737500,0.600000,0.579022,0.577990,0.124485,0.581289,0.629661
2.740000,0.600000,0.577727,0.578299,0.123066,0.566023,0.482191
2.742500,0.600000,0.580856,0.578605,0.121660,0.573973,0.577577
2.745000,0.600000,0.580911,0.578908,0.120266,0.566479,0.478972
2.747500,0.600000,0.578210,0.579207,0.118884,0.583660,0.474119
2.750000,0.600000,0.580475,0.579502,0.117515,0.581737,0.472760
2.752500,0.600000,0.579221,0.579794,0.116158,0.575932,0.538043
2.755000,0.600000,0.576962,0.580083,0.114814,0.580636,0.515500
2.757500,0.600000,0.575797,0.580368,0.113481,0.585472,0.711091
2.760000,0.600000,0.585634,0.580650,0.112161,0.572463,0.456916
2.762500,0.600000,0.577024,0.580929,0.110853,0.583664,0.566670
2.765000,0.600000,0.579382,0.581204,0.109557,0.566355,0.435085
2.767500,0.600000,0.578512,0.581477,0.108272,0.579710,0.437360
2.770000,0.600000,0.585034,0.581746,0.107000,0.569518,0.637336
2.772500,0.600000,0.581448,0.582012,0.105739,0.577899,0.540197
2.775000,0.600000,0.578234,0.582275,0.104490,0.578096,0.562226
2.777500,0.600000,0.578133,0.582534,0.103253,0.595868,0.624754
2.780000,0.600000,0.579063,0.582791,0.102027,0.589118,0.485839
2.782500,0.600000,0.584846,0.583044,0.100813,0.577192,0.555147
2.785000,0.600000,0.593975,0.583295,0.099610,0.579015,0.443496
2.787500,0.600000,0.574993,0.583542,0.098419,0.584358,0.588813
2.790000,0.600000,0.585805,0.583787,0.097238,0.598711,0.741233
2.792500,0.600000,0.580855,0.584029,0.096070,0.583925,0.487467
2.795000,0.600000,0.584805,0.584267,0.094912,0.582811,0.473320
2.797500,0.600000,0.585516,0.584503,0.093765,0.570782,0.403859
2.800000,0.600000,0.594067,0.584736,0.092629,0.580576,0.587002
2.802500,0.600000,0.593233,0.584966,0.091505,0.592203,0.544278
2.805000,0.600000,0.581911,0.585194,0.090391,0.586880,0.446650
2.807500,0.600000,0.589025,0.585418,0.089288,0.582592,0.617522
2.810000,0.600000,0.589283,0.585640,0.088196,0.600782,0.573627
2.812500,0.600000,0.583913,0.585859,0.087114,0.563551,0.608581
2.815000,0.600000,0.594054,0.586076,0.086043,0.597662,0.687608
2.817500,0.600000,0.579961,0.586289,0.084983,0.566597,0.698500
2.820000,0.600000,0.580676,0.586501,0.083933,0.592189,0.515315
2.822500,0.600000,0.577851,0.586709,0.082893,0.580028,0.567555
2.825000,0.600000,0.575788,0.586915,0.081864,0.591232,0.380271
2.827500,0.600000,0.586791,0.587118,0.080845,0.589307,0.670757
2.830000,0.600000,0.587365,0.587319,0.079836,0.577348,0.642313
2.832500,0.600000,0.592208,0.587518,0.078838,0.573753,0.785718
2.835000,0.600000,0.584132,0.587713,0.077849,0.570927,0.556181
2.837500,0.600000,0.591327,0.587907,0.076870,0.590791,0.665902
2.840000,0.600000,0.591607,0.588098,0.075901,0.598805,0.620615
2.842500,0.600000,0.589430,0.588286,0.074942,0.596537,0.392424
2.845000,0.600000,0.578597,0.588473,0.073993,0.587524,0.569426
2.847500,0.600000,0.595041,0.588656,0.073054,0.580992,0.462330
2.850000,0.600000,0.585534,0.588838,0.072124,0.579327,0.761135
2.852500,0.600000,0.589104,0.589017,0.071203,0.602668,0.799875
2.855000,0.600000,0.589291,0.589194,0.070293,0.563164,0.518399
2.857500,0.600000,0.593592,0.589368,0.069391,0.569015,0.855632
2.860000,0.600000,0.587148,0.589541,0.068499,0.589722,0.696736
2.862500,0.600000,0.589263,0.589711,0.067616,0.592649,0.489193
2.865000,0.600000,0.584344,0.589879,0.066742,0.588355,0.734088
2.867500,0.600000,0.589161,0.590045,0.065878,0.587743,0.559546
2.870000,0.600000,0.583458,0.590208,0.065022,0.581198,0.742093
2.872500,0.600000,0.595020,0.590370,0.064176,0.604993,0.450311
2.875000,0.600000,0.583543,0.590529,0.063338,0.593378,0.466416
2.877500,0.600000,0.594028,0.590686,0.062509,0.563553,0.627224
2.880000,0.600000,0.589942,0.590842,0.061689,0.578743,0.570840
2.882500,0.600000,0.596055,0.590995,0.060878,0.590529,0.607911
2.885000,0.600000,0.578740,0.591146,0.060076,0.589720,0.430897
2.887500,0.600000,0.588998,0.591295,0.059282,0.579977,0.512358
2.890000,0.600000,0.595778,0.591442,0.058496,0.603366,0.615737
2.892500,0.600000,0.590380,0.591588,0.057719,0.588769,0.461256
2.895000,0.600000,0.587074,0.591731,0.056950,0.577100,0.670041
2.897500,0.600000,0.585903,0.591872,0.056190,0.609592,0.494184
2.900000,0.600000,0.588052,0.592012,0.055438,0.594438,0.512654
2.902500,0.600000,0.592253,0.592150,0.054694,0.587599,0.409238
2.905000,0.600000,0.595505,0.592285,0.053958,0.587762,0.468122
2.907500,0.600000,0.591002,0.592419,0.053230,0.601042,0.669835
2.910000,0.600000,0.585243,0.592552,0.052510,0.595632,0.500210
2.912500,0.600000,0.586707,0.592682,0.051798,0.585177,0.515305
2.915000,0.600000,0.592225,0.592811,0.051094,0.599235,0.617271
2.917500,0.600000,0.593569,0.592937,0.050397,0.595205,0.632861
2.920000,0.600000,0.598818,0.593063,0.049709,0.590434,0.766779
2.922500,0.600000,0.594915,0.593186,0.049028,0.592336,0.601646
2.925000,0.600000,0.587428,0.593308,0.048354,0.600897,0.457924
2.927500,0.600000,0.595888,0.593428,0.047688,0.592584,0.775043
2.930000,0.600000,0.591549,0.593546,0.047030,0.588886,0.706426
2.932500,0.600000,0.587515,0.593663,0.046379,0.591713,0.566399
2.935000,0.600000,0.595509,0.593778,0.045735,0.583085,0.497226
2.937500,0.600000,0.595830,0.593892,0.045098,0.582819,0.634844
2.940000,0.600000,0.595376,0.594004,0.044469,0.587484,0.726283
2.942500,0.600000,0.595362,0.594114,0.043847,0.584547,0.732941
2.945000,0.600000,0.596165,0.594223,0.043232,0.601457,0.611829
2.947500,0.600000,0.598057,0.594330,0.042624,0.586473,0.631930
2.950000,0.600000,0.591944,0.594436,0.042022,0.584762,0.708361
2.952500,0.600000,0.595141,0.594540,0.041428,0.592351,0.514720
2.955000,0.600000,0.594979,0.594643,0.040841,0.585084,0.574495
2.957500,0.600000,0.606174,0.594744,0.040260,0.594652,0.647360
2.960000,0.600000,0.592951,0.594844,0.039686,0.592333,0.593583
2.962500,0.600000,0.586436,0.594943,0.039119,0.603246,0.603528
2.965000,0.600000,0.593659,0.595040,0.038558,0.588152,0.472292
2.967500,0.600000,0.587613,0.595136,0.038003,0.599458,0.399417
2.970000,0.600000,0.608497,0.595230,0.037456,0.591434,0.605936
2.972500,0.600000,0.590055,0.595323,0.036914,0.600557,0.656833
2.975000,0.600000,0.590149,0.595415,0.036379,0.594180,0.585357
2.977500,0.600000,0.593366,0.595505,0.035850,0.597770,0.776287
2.980000,0.600000,0.598685,0.595594,0.035328,0.607299,0.518806
2.982500,0.600000,0.594343,0.595681,0.034811,0.591231,0.616092
2.985000,0.600000,0.585475,0.595768,0.034301,0.592699,0.471077
2.987500,0.600000,0.598653,0.595853,0.033797,0.611706,0.645955
2.990000,0.600000,0.586783,0.595937,0.033299,0.596793,0.523907
2.992500,0.600000,0.593037,0.596019,0.032806,0.606826,0.472926
2.995000,0.600000,0.599288,0.596101,0.032320,0.583261,0.568830
2.997500,0.600000,0.604908,0.596181,0.031839,0.599581,0.565925
3.000000,0.600000,0.596950,0.596260,0.031364,0.589336,0.478814
3.002500,0.600000,0.592633,0.596338,0.030895,0.609283,0.664455
3.005000,0.600000,0.602708,0.596415,0.030432,0.585599,0.539793
3.007500,0.600000,0.596765,0.596490,0.029974,0.594038,0.670683
3.010000,0.600000,0.596958,0.596564,0.029522,0.605221,0.594306
3.012500,0.600000,0.597453,0.596638,0.029075,0.588466,0.547910
3.015000,0.600000,0.595162,0.596710,0.028634,0.595843,0.650517
3.017500,0.600000,0.591059,0.596781,0.028198,0.596962,0.727115
3.020000,0.600000,0.595088,0.596851,0.027767,0.604154,0.730515
3.022500,0.600000,0.589838,0.596920,0.027342,0.583192,0.676600
3.025000,0.600000,0.593636,0.596988,0.026922,0.600905,0.612528
3.027500,0.600000,0.602804,0.597054,0.026507,0.602870,0.709679
3.030000,0.600000,0.591884,0.597120,0.026097,0.583434,0.605148
3.032500,0.600000,0.598491,0.597185,0.025693,0.581717,0.587010
3.035000,0.600000,0.595830,0.597249,0.025293,0.579829,0.461449
3.037500,0.600000,0.596614,0.597311,0.024898,0.592315,0.767002
3.040000,0.600000,0.605469,0.597373,0.024509,0.599661,0.582998
3.042500,0.600000,0.584552,0.597434,0.024124,0.598646,0.520549
3.045000,0.600000,0.591822,0.597494,0.023744,0.597393,0.579361
3.047500,0.600000,0.599866,0.597552,0.023369,0.596746,0.708110
3.050000,0.600000,0.597950,0.597610,0.022998,0.612924,0.632331
3.052500,0.600000,0.606173,0.597667,0.022633,0.606090,0.519016
3.055000,0.600000,0.595619,0.597724,0.022271,0.608054,0.566075
3.057500,0.600000,0.602208,0.597779,0.021915,0.590655,0.656084
3.060000,0.600000,0.590170,0.597833,0.021563,0.582088,0.656496
3.062500,0.600000,0.596121,0.597887,0.021215,0.592191,0.698793
3.065000,0.600000,0.600339,0.597939,0.020872,0.596741,0.471096
3.067500,0.600000,0.607056,0.597991,0.020534,0.588225,0.527418
3.070000,0.600000,0.589389,0.598042,0.020199,0.602675,0.574037
3.072500,0.600000,0.595634,0.598092,0.019870,0.593156,0.702204
3.075000,0.600000,0.588596,0.598141,0.019544,0.615942,0.650826
3.077500,0.600000,0.605458,0.598190,0.019222,0.602373,0.574496
3.080000,0.600000,0.597953,0.598237,0.018905,0.587680,0.459890
3.082500,0.600000,0.600764,0.598284,0.018592,0.603786,0.829389
3.085000,0.600000,0.590862,0.598330,0.018283,0.593236,0.313544
3.087500,0.600000,0.601024,0.598376,0.017978,0.596081,0.605337
3.090000,0.600000,0.602155,0.598420,0.017677,0.604677,0.636351
3.092500,0.600000,0.603820,0.598464,0.017380,0.597042,0.729089
3.095000,0.600000,0.604371,0.598507,0.017087,0.600345,0.612939
3.097500,0.600000,0.596397,0.598550,0.016798,0.582922,0.596370
3.100000,0.600000,0.593419,0.598591,0.016512,0.623917,0.464894
3.102500,0.600000,0.604719,0.598632,0.016231,0.601462,0.597820
3.105000,0.600000,0.585327,0.598672,0.015953,0.584931,0.645962
3.107500,0.600000,0.604730,0.598712,0.015679,0.593289,0.728476
3.110000,0.600000,0.590655,0.598751,0.015408,0.604407,0.541249
3.112500,0.600000,0.599607,0.598789,0.015142,0.603635,0.623990
3.115000,0.600000,0.600283,0.598826,0.014878,0.586568,0.395741
3.117500,0.600000,0.596680,0.598863,0.014619,0.590123,0.796108
3.120000,0.600000,0.600609,0.598899,0.014363,0.600717,0.742567
3.122500,0.600000,0.593797,0.598935,0.014110,0.593626,0.567995
3.125000,0.600000,0.595612,0.598970,0.013861,0.592167,0.546287
3.127500,0.600000,0.600703,0.599004,0.013615,0.595838,0.595626
3.130000,0.600000,0.593618,0.599038,0.013373,0.605509,0.570957
3.132500,0.600000,0.598036,0.599071,0.013133,0.597474,0.678916
3.135000,0.600000,0.597174,0.599104,0.012898,0.596009,0.464059
3.137500,0.600000,0.591409,0.599136,0.012665,0.596554,0.651916
3.140000,0.600000,0.592783,0.599167,0.012436,0.602035,0.545431
3.142500,0.600000,0.595630,0.599198,0.012210,0.607507,0.645659
3.145000,0.600000,0.602474,0.599228,0.011987,0.595331,0.449977
3.147500,0.600000,0.597018,0.599258,0.011767,0.584046,0.419879
3.150000,0.600000,0.593617,0.599287,0.011550,0.600671,0.606013
3.152500,0.600000,0.606850,0.599316,0.011336,0.592698,0.486193
3.155000,0.600000,0.600795,0.599344,0.011125,0.602110,1.084005
3.157500,0.600000,0.593729,0.599371,0.010917,0.598157,0.558215
3.160000,0.600000,0.595561,0.599398,0.010713,0.598553,0.783655
3.162500,0.600000,0.592531,0.599425,0.010511,0.607418,0.631179
3.165000,0.600000,0.596358,0.599451,0.010312,0.595990,0.617073
