time,x,y,z,roll,pitch,yaw,p,q,r,motor_1,motor_2,motor_3,motor_4,battery_voltage
4.597500,-0.003724,-0.003504,0.500528,-0.385777,1.023388,0.648628,0.024323,0.004633,0.002121,0.561331,0.568492,0.556604,0.567155,3.654025
4.600000,-0.004076,-0.003449,0.503298,-0.233448,-0.467479,0.640691,0.011172,-0.016530,0.015704,0.564027,0.583811,0.547433,0.569114,3.654000
4.602500,-0.004178,-0.003509,0.504929,0.910255,0.409592,0.629437,0.001493,0.004852,0.006299,0.546418,0.547122,0.523704,0.564283,3.653975
4.605000,-0.004319,-0.003575,0.512672,0.222673,0.115976,0.646580,-0.024821,0.012972,0.007203,0.569479,0.531543,0.551374,0.518335,3.653950
4.607500,-0.004306,-0.003809,0.504950,1.144805,-0.608649,0.652354,0.033556,0.021367,-0.014653,0.555454,0.565885,0.529844,0.556639,3.653925
4.610000,-0.004360,-0.003740,0.496067,0.178111,0.182843,0.647465,0.002943,-0.001792,0.005088,0.539357,0.558224,0.541874,0.552538,3.653900
4.612500,-0.004277,-0.003753,0.489853,0.257705,-0.071005,0.625421,0.015617,0.023556,0.019606,0.529007,0.541046,0.554908,0.555335,3.653875
4.615000,-0.004164,-0.003750,0.496264,0.247662,0.252969,0.624862,0.007697,0.019621,0.009175,0.566864,0.562619,0.517483,0.514491,3.653850
4.617500,-0.004173,-0.003885,0.505508,0.021139,0.140910,0.604075,0.016777,0.007883,0.022005,0.548747,0.595817,0.522062,0.548126,3.653825
4.620000,-0.004229,-0.003973,0.493039,-0.053613,0.739789,0.612802,-0.024333,-0.051199,0.001828,0.558237,0.565281,0.543596,0.550864,3.653800
4.622500,-0.004157,-0.004045,0.504774,-0.273587,-0.124268,0.612113,-0.000978,-0.003998,-0.010334,0.576414,0.571218,0.573359,0.545915,3.653775
4.625000,-0.004197,-0.004020,0.506441,-0.658995,0.240170,0.610179,-0.001884,-0.003134,-0.003988,0.553224,0.559059,0.561357,0.570206,3.653750
4.627500,-0.004310,-0.003887,0.490532,0.343822,0.131687,0.614077,-0.029531,-0.001560,0.013901,0.549615,0.530613,0.612568,0.540979,3.653725
4.630000,-0.004388,-0.003846,0.493813,0.039803,0.068778,0.635342,-0.004854,0.007080,0.012987,0.573142,0.579360,0.541101,0.572349,3.653700
4.632500,-0.004555,-0.003980,0.503568,-0.101798,0.243170,0.636513,-0.023313,-0.029153,-0.011512,0.532986,0.501675,0.552723,0.533040,3.653675
4.635000,-0.004411,-0.003976,0.493248,-0.332641,0.004964,0.620888,0.022225,-0.027024,0.005810,0.527761,0.541044,0.550267,0.537001,3.653650
4.637500,-0.004287,-0.003917,0.500087,-0.227243,-0.728366,0.630558,0.001035,0.014386,-0.001489,0.598473,0.557186,0.553845,0.560937,3.653625
4.640000,-0.004324,-0.003915,0.496673,-0.038635,0.354207,0.629704,-0.006423,0.015805,-0.023833,0.557162,0.545215,0.514891,0.569318,3.653600
4.642500,-0.004355,-0.003884,0.508579,0.422001,-0.013799,0.624139,-0.005072,0.006030,-0.007629,0.518762,0.551985,0.596328,0.540868,3.653575
4.645000,-0.004402,-0.003833,0.502167,-0.205168,-0.473665,0.642447,-0.002100,-0.010716,0.000395,0.532906,0.547254,0.538709,0.540088,3.653550
4.647500,-0.004479,-0.003968,0.498287,0.297146,0.060594,0.639692,0.013430,0.001309,-0.004586,0.552531,0.575721,0.565513,0.581094,3.653525
4.650000,-0.004653,-0.003976,0.498273,0.107515,-0.760202,0.650756,0.005935,0.011240,-0.004439,0.553537,0.569343,0.556466,0.562917,3.653500
4.652500,-0.004574,-0.003902,0.503045,-0.426958,-0.001839,0.667888,-0.005173,-0.044799,0.005364,0.530555,0.547803,0.549976,0.571696,3.653475
4.655000,-0.004593,-0.003820,0.498834,-0.752792,-0.403186,0.672663,-0.008437,-0.014146,-0.006181,0.524047,0.537839,0.552775,0.532368,3.653450
4.657500,-0.004632,-0.003939,0.492496,-0.270903,0.514403,0.673453,0.007792,-0.004466,0.015060,0.544421,0.551068,0.536790,0.562932,3.653425
4.660000,-0.004660,-0.004036,0.496088,-0.484202,0.322160,0.678476,-0.022594,0.006828,-0.005844,0.562462,0.560562,0.530621,0.552677,3.653400
4.662500,-0.004701,-0.003980,0.501034,-0.130970,-0.173620,0.675491,-0.037354,0.014842,0.001388,0.550305,0.540044,0.546456,0.542285,3.653375
4.665000,-0.004582,-0.003971,0.503564,-0.148808,0.813892,0.677845,0.005624,-0.011460,0.009403,0.525629,0.535467,0.554885,0.539508,3.653350
4.667500,-0.004614,-0.003923,0.496610,-0.251911,0.229436,0.694262,0.012741,-0.009713,0.021385,0.512492,0.581045,0.559550,0.514566,3.653325
4.670000,-0.004812,-0.003951,0.503126,-0.921161,-0.347069,0.694842,-0.016906,0.021808,-0.008449,0.510767,0.556059,0.531833,0.557338,3.653300
4.672500,-0.004581,-0.003863,0.501617,0.281085,0.330331,0.689680,0.018366,-0.014316,0.007548,0.538181,0.556284,0.586626,0.542330,3.653275
4.675000,-0.004639,-0.003852,0.497657,-0.148167,-0.772177,0.686822,0.047572,-0.028878,-0.020156,0.613747,0.561522,0.561895,0.563257,3.653250
4.677500,-0.004573,-0.003820,0.495316,-0.204682,0.453529,0.683373,0.015319,0.005090,0.000835,0.552581,0.551554,0.569415,0.576552,3.653225
4.680000,-0.004498,-0.003754,0.493918,0.298273,-0.057422,0.691285,0.009847,0.009701,-0.009753,0.536069,0.598308,0.553542,0.593546,3.653200
4.682500,-0.004482,-0.003743,0.499811,-0.257759,-1.058224,0.701016,0.008102,0.012848,0.010783,0.535397,0.569797,0.551572,0.577506,3.653175
4.685000,-0.004497,-0.003583,0.498461,0.119787,0.382129,0.712166,-0.026794,-0.005416,0.009823,0.554104,0.516720,0.539313,0.539767,3.653150
4.687500,-0.004184,-0.003434,0.505625,-0.525495,-1.062155,0.720417,0.009474,-0.034978,-0.000195,0.561292,0.530934,0.556458,0.572596,3.653125
4.690000,-0.004238,-0.003514,0.501234,-0.389323,0.013861,0.725678,0.013285,0.037122,0.002854,0.545373,0.523930,0.533968,0.554987,3.653100
4.692500,-0.004213,-0.003458,0.498193,0.561565,0.017376,0.728753,-0.002671,-0.005173,0.031629,0.559113,0.565677,0.559109,0.539686,3.653075
4.695000,-0.004061,-0.003416,0.504259,0.424750,1.123111,0.721077,0.009429,0.016401,-0.008388,0.528836,0.553295,0.567824,0.549796,3.653050
4.697500,-0.003943,-0.003557,0.502862,-0.467195,0.083574,0.721437,-0.018272,-0.016396,0.015619,0.543223,0.571873,0.525947,0.517814,3.653025
4.700000,-0.003727,-0.003525,0.495244,0.449443,-0.922650,0.722407,0.014657,-0.012014,-0.010996,0.539408,0.554907,0.545683,0.529726,3.653000
4.702500,-0.003737,-0.003502,0.499129,0.255591,-0.320288,0.733821,-0.018046,-0.010723,-0.007803,0.555708,0.533314,0.523492,0.542642,3.652975
4.705000,-0.003778,-0.003598,0.496285,-0.188245,-0.796350,0.730323,0.033285,0.020427,0.010541,0.591884,0.562851,0.551842,0.527521,3.652950
4.707500,-0.003774,-0.003709,0.507869,-1.003100,-0.013330,0.725110,-0.037996,0.006053,0.002100,0.549904,0.526805,0.547072,0.562281,3.652925
4.710000,-0.003621,-0.003998,0.506630,0.676109,-0.558955,0.723164,0.006494,0.001788,-0.015663,0.558011,0.571791,0.564620,0.545896,3.652900
4.712500,-0.003603,-0.004039,0.495999,0.352027,0.183531,0.718142,0.022666,-0.038536,0.017723,0.594297,0.546156,0.576895,0.577893,3.652875
4.715000,-0.003530,-0.003868,0.507831,-0.179353,-0.447578,0.731131,-0.017617,0.019271,0.000840,0.564404,0.582653,0.536110,0.585704,3.652850
4.717500,-0.003572,-0.003877,0.502684,-0.393113,0.308210,0.721238,0.025763,0.001475,-0.008925,0.546693,0.537549,0.521569,0.558211,3.652825
4.720000,-0.003746,-0.003935,0.500753,0.186976,0.001156,0.740938,-0.009846,-0.071032,0.003157,0.574534,0.527821,0.570544,0.567701,3.652800
4.722500,-0.003863,-0.003977,0.499763,-0.084034,0.020168,0.730165,-0.011211,0.023584,0.006544,0.609048,0.543582,0.533973,0.569718,3.652775
4.725000,-0.003850,-0.003955,0.492313,-0.798894,0.048553,0.731957,0.029669,-0.002142,-0.007863,0.552122,0.537729,0.549413,0.549045,3.652750
4.727500,-0.003843,-0.003946,0.505336,-0.485619,-0.595541,0.727369,-0.007176,-0.003101,0.001224,0.591512,0.559004,0.502379,0.539895,3.652725
4.730000,-0.003740,-0.003790,0.497573,0.270530,-0.545553,0.711387,0.018278,-0.017365,0.010767,0.563978,0.565302,0.539398,0.521863,3.652700
4.732500,-0.003797,-0.003802,0.499247,-0.582994,0.093070,0.716730,-0.000286,-0.019236,0.015350,0.532796,0.543377,0.566866,0.548608,3.652675
4.735000,-0.003794,-0.003752,0.500814,0.066715,0.422354,0.708809,0.005020,0.009639,-0.020897,0.544061,0.489772,0.546986,0.537590,3.652650
4.737500,-0.003942,-0.003738,0.498841,-0.931785,0.598275,0.700773,-0.024436,0.004011,-0.010197,0.558654,0.558951,0.548828,0.557902,3.652625
4.740000,-0.003883,-0.003633,0.502530,0.689386,-0.870116,0.696455,0.011847,0.006344,-0.009818,0.593751,0.541824,0.583432,0.574262,3.652600
4.742500,-0.003925,-0.003615,0.503606,0.159698,-0.507161,0.701013,-0.013016,-0.026154,0.001783,0.560138,0.536852,0.522385,0.543402,3.652575
4.745000,-0.003729,-0.003477,0.492962,-0.941311,0.565543,0.674463,0.027532,-0.017170,-0.006359,0.567273,0.594175,0.588801,0.567574,3.652550
4.747500,-0.003963,-0.003487,0.490339,-0.633993,0.437943,0.694992,-0.021941,-0.010262,-0.018174,0.568392,0.553054,0.546032,0.587227,3.652525
4.750000,-0.003896,-0.003323,0.496839,-0.618792,-0.928414,0.697669,0.005599,-0.002142,-0.005827,0.573159,0.548181,0.535534,0.553884,3.652500
4.752500,-0.003683,-0.003243,0.508858,-0.099237,0.270815,0.703203,-0.022789,-0.001061,-0.004825,0.587703,0.575912,0.560344,0.560407,3.652475
4.755000,-0.003824,-0.003061,0.497486,0.134464,0.001160,0.702910,0.018057,-0.005208,0.019238,0.561427,0.544405,0.536000,0.555802,3.652450
4.757500,-0.003843,-0.003091,0.494808,-0.780554,0.688725,0.709013,0.004561,0.004438,-0.014501,0.555765,0.540729,0.521696,0.553047,3.652425
4.760000,-0.003736,-0.003198,0.505119,-0.844598,0.370741,0.722559,0.014909,0.004906,-0.002365,0.563824,0.580819,0.533686,0.540084,3.652400
4.762500,-0.003848,-0.003434,0.502108,-0.240877,0.321073,0.730983,0.010061,-0.010023,-0.003409,0.531616,0.520057,0.531876,0.571935,3.652375
4.765000,-0.003882,-0.003461,0.502180,-0.473179,-0.162804,0.728626,0.004112,0.004158,0.020904,0.528549,0.576464,0.533850,0.557200,3.652350
4.767500,-0.003880,-0.003312,0.500725,0.214043,0.755898,0.738782,0.008088,-0.021498,0.007767,0.546876,0.584634,0.548281,0.562465,3.652325
4.770000,-0.003906,-0.003211,0.499637,-0.261120,0.500830,0.739631,0.014939,0.012258,-0.015826,0.526476,0.565464,0.533564,0.583908,3.652300
4.772500,-0.004124,-0.003358,0.501392,0.123562,-0.690946,0.735135,-0.020835,-0.015298,0.002655,0.568983,0.523358,0.561519,0.558635,3.652275
4.775000,-0.004188,-0.003441,0.501053,-0.308665,0.175529,0.734032,0.008652,0.020356,-0.009909,0.559095,0.564124,0.544858,0.568934,3.652250
4.777500,-0.004075,-0.003480,0.509761,0.341523,-0.836432,0.739969,-0.004241,-0.009044,0.004734,0.528790,0.564202,0.569398,0.533961,3.652225
4.780000,-0.004061,-0.003360,0.508261,0.264746,0.089572,0.727584,-0.008368,-0.008956,-0.013585,0.528909,0.536757,0.579554,0.555714,3.652200
4.782500,-0.004157,-0.003409,0.496996,0.996498,1.038992,0.729814,-0.019787,-0.031318,0.011120,0.531181,0.560540,0.557962,0.581958,3.652175
4.785000,-0.004096,-0.003322,0.504625,-0.357810,-0.026080,0.744908,0.018364,0.031193,-0.002899,0.562106,0.532578,0.538391,0.540757,3.652150
4.787500,-0.004118,-0.003291,0.494785,0.176965,-0.015266,0.759255,0.004606,0.003730,0.012609,0.547678,0.541094,0.530431,0.576444,3.652125
4.790000,-0.004033,-0.003299,0.504198,0.465470,-0.402476,0.771511,0.041368,-0.015830,0.011888,0.523557,0.537997,0.523684,0.554602,3.652100
4.792500,-0.003997,-0.003163,0.497372,-0.066032,0.267674,0.763047,-0.036643,-0.015202,-0.005090,0.542200,0.494272,0.574969,0.563420,3.652075
4.795000,-0.003931,-0.003110,0.502367,-0.507603,-0.619736,0.764033,-0.014615,0.009270,0.007360,0.547736,0.544393,0.556495,0.555378,3.652050
4.797500,-0.004009,-0.003188,0.506889,-0.039280,0.327355,0.774465,-0.009023,0.007871,0.012854,0.556316,0.549902,0.543574,0.512383,3.652025
4.800000,-0.004094,-0.003296,0.498085,0.030536,-0.101793,0.780787,-0.006607,-0.006501,-0.010129,0.577423,0.552958,0.523291,0.565107,3.652000
4.802500,-0.004027,-0.003288,0.500202,0.015887,0.657487,0.780911,-0.028769,-0.004030,0.013112,0.516018,0.520927,0.561286,0.548858,3.651975
4.805000,-0.003938,-0.003366,0.501129,-0.140473,0.332610,0.774303,-0.020319,0.015685,0.009607,0.562617,0.534914,0.591710,0.550905,3.651950
4.807500,-0.004174,-0.003472,0.502296,-0.725882,-0.925860,0.765958,-0.005419,-0.009686,-0.006544,0.591625,0.533279,0.554649,0.567410,3.651925
4.810000,-0.004190,-0.003455,0.496142,-0.132259,-0.816946,0.764006,0.003354,0.014403,-0.006678,0.526490,0.544508,0.554447,0.536847,3.651900
4.812500,-0.004178,-0.003456,0.494788,-0.356001,0.751140,0.761497,-0.009212,0.013516,0.004468,0.517306,0.594553,0.562474,0.562058,3.651875
4.815000,-0.004275,-0.003456,0.494113,0.295748,-0.435252,0.773544,-0.013695,-0.016756,0.007754,0.523028,0.520982,0.556314,0.553589,3.651850
4.817500,-0.004233,-0.003621,0.509697,-0.467089,-0.011397,0.772287,-0.022638,-0.059324,0.012035,0.530659,0.535590,0.582664,0.538133,3.651825
4.820000,-0.004184,-0.003621,0.506140,-0.163084,-0.082650,0.780985,-0.044682,-0.005953,0.001798,0.551078,0.561767,0.530674,0.529419,3.651800
4.822500,-0.004108,-0.003609,0.504438,0.729558,-0.751005,0.772981,0.017554,-0.002614,-0.012799,0.561947,0.560606,0.543098,0.547735,3.651775
4.825000,-0.004268,-0.003505,0.501733,-0.447691,-0.958203,0.788426,-0.003299,-0.010993,-0.002824,0.561306,0.531544,0.572022,0.556887,3.651750
4.827500,-0.004243,-0.003492,0.500042,0.232965,-0.293907,0.788524,0.009582,0.003507,-0.005311,0.570390,0.543578,0.548977,0.529864,3.651725
4.830000,-0.004374,-0.003505,0.497238,0.015178,-0.401774,0.771215,-0.002212,-0.027460,-0.000849,0.541912,0.549021,0.535615,0.535527,3.651700
4.832500,-0.004385,-0.003426,0.490615,0.305217,1.121389,0.775840,-0.016748,-0.001486,-0.000622,0.574157,0.573511,0.540092,0.544705,3.651675
4.835000,-0.004470,-0.003321,0.496076,-0.594776,0.163136,0.756524,0.025490,-0.009255,-0.014878,0.540116,0.569000,0.518068,0.563859,3.651650
4.837500,-0.004438,-0.003298,0.500856,-0.514965,0.256170,0.747089,-0.010679,-0.024042,0.005145,0.553596,0.587665,0.528424,0.587245,3.651625
4.840000,-0.004494,-0.003447,0.496076,0.037112,0.435825,0.750886,0.009320,0.000707,0.004889,0.537305,0.556695,0.548382,0.575191,3.651600
4.842500,-0.004684,-0.003315,0.493142,-1.036942,0.200997,0.780131,-0.046314,-0.026923,0.009902,0.561180,0.554350,0.565931,0.588111,3.651575
4.845000,-0.004688,-0.003507,0.505121,-0.050984,0.557259,0.788925,0.003481,0.019922,0.005316,0.544480,0.532468,0.564984,0.568126,3.651550
4.847500,-0.004846,-0.003532,0.496731,-0.158282,-0.029145,0.791375,-0.023720,0.000395,-0.008173,0.587428,0.577534,0.570208,0.576076,3.651525
4.850000,-0.004723,-0.003648,0.504497,0.208990,0.542598,0.788025,-0.010432,-0.025714,-0.005538,0.548631,0.507656,0.550423,0.566915,3.651500
4.852500,-0.004657,-0.003534,0.494698,0.888586,0.242956,0.789279,0.011249,-0.028574,-0.002068,0.559162,0.578335,0.578431,0.572667,3.651475
4.855000,-0.004745,-0.003507,0.498035,-0.342398,-0.149407,0.772350,-0.018144,-0.001165,0.002385,0.591207,0.565445,0.541638,0.562317,3.651450
4.857500,-0.004625,-0.003709,0.498847,1.070890,-0.363671,0.780581,0.002358,-0.003418,-0.007624,0.578672,0.536636,0.554741,0.556154,3.651425
4.860000,-0.004700,-0.003791,0.498316,-0.040246,-0.220215,0.779753,-0.006377,-0.015631,-0.006331,0.556140,0.515601,0.526259,0.527824,3.651400
4.862500,-0.004560,-0.003706,0.493473,0.311953,0.096944,0.789540,0.021098,0.030288,0.008938,0.529029,0.617888,0.561969,0.570507,3.651375
4.865000,-0.004475,-0.003561,0.504393,0.875099,-0.160653,0.796669,0.022670,-0.004027,0.009782,0.555300,0.568133,0.594866,0.561411,3.651350
4.867500,-0.004418,-0.003621,0.504003,-0.212924,0.138450,0.794883,-0.028140,-0.044922,-0.011177,0.538759,0.554007,0.554878,0.565625,3.651325
4.870000,-0.004502,-0.003745,0.494665,0.320249,-0.261633,0.788694,0.026564,0.030516,0.002072,0.544560,0.568374,0.561095,0.559183,3.651300
4.872500,-0.004584,-0.003579,0.500142,0.075363,-0.414444,0.782889,0.008857,-0.016427,0.001776,0.543096,0.546907,0.559816,0.496909,3.651275
4.875000,-0.004397,-0.003561,0.511754,-0.270667,-0.661268,0.780392,0.023084,0.008565,-0.005476,0.567075,0.557087,0.546498,0.597752,3.651250
4.877500,-0.004443,-0.003641,0.501291,0.756862,0.194380,0.766754,0.012387,-0.016251,0.009093,0.556197,0.585883,0.554366,0.529376,3.651225
4.880000,-0.004409,-0.003644,0.497337,0.534835,0.446922,0.763363,-0.003873,0.023459,0.009566,0.527950,0.521242,0.521480,0.566838,3.651200
4.882500,-0.004410,-0.003675,0.493039,-0.599784,-0.522298,0.760360,-0.019170,0.005462,0.021093,0.526944,0.559715,0.571519,0.544407,3.651175
4.885000,-0.004413,-0.003524,0.503866,-0.540608,0.321212,0.752771,0.014463,-0.028948,0.009485,0.534039,0.539618,0.551171,0.585662,3.651150
4.887500,-0.004404,-0.003493,0.504239,0.134238,0.327750,0.743965,0.003064,-0.018948,-0.000179,0.530958,0.524485,0.541758,0.543214,3.651125
4.890000,-0.004453,-0.003372,0.496980,-0.261850,0.103108,0.733572,0.015476,0.009361,0.003449,0.595197,0.521597,0.570153,0.558433,3.651100
4.892500,-0.004308,-0.003461,0.503075,0.183782,-0.129825,0.710824,-0.008719,0.017693,-0.010500,0.543896,0.519440,0.526619,0.540367,3.651075
4.895000,-0.004201,-0.003389,0.495395,-1.018634,0.175095,0.724966,-0.000007,0.002057,0.004126,0.569987,0.593545,0.552357,0.554167,3.651050
4.897500,-0.004167,-0.003516,0.487730,-1.129640,-0.050190,0.745114,-0.016801,0.000316,-0.010162,0.583465,0.525142,0.566050,0.551962,3.651025
4.900000,-0.004271,-0.003662,0.508577,0.809332,-0.399019,0.730111,-0.030510,0.013397,0.005910,0.571945,0.575218,0.571776,0.569138,3.651000
4.902500,-0.004175,-0.003762,0.493700,0.092332,0.485504,0.718379,0.017288,0.022979,0.008020,0.567224,0.527384,0.548121,0.533230,3.650975
4.905000,-0.004038,-0.003840,0.509485,0.222476,-0.193286,0.725268,-0.003549,0.001799,0.005236,0.589161,0.548039,0.559424,0.543558,3.650950
4.907500,-0.004187,-0.003780,0.502961,-0.330873,0.244216,0.725806,0.030878,0.001906,0.003275,0.527785,0.547621,0.570861,0.559667,3.650925
4.910000,-0.004357,-0.003838,0.506637,-0.069847,0.147050,0.732812,0.046753,-0.016821,-0.011938,0.564155,0.529593,0.555807,0.536996,3.650900
4.912500,-0.004126,-0.003984,0.504300,-0.062660,0.096002,0.731273,-0.010646,0.040964,0.011256,0.538112,0.526339,0.576356,0.566477,3.650875
4.915000,-0.004287,-0.003680,0.508850,-0.063000,0.254249,0.725927,0.012914,0.004000,0.000163,0.567074,0.524979,0.556302,0.530062,3.650850
4.917500,-0.004368,-0.003582,0.503083,-0.342690,0.279152,0.723545,-0.003126,-0.017426,-0.006463,0.547550,0.576326,0.548722,0.550782,3.650825
4.920000,-0.004421,-0.003631,0.502019,-0.024061,-0.283915,0.724912,-0.035647,0.001045,0.013160,0.550766,0.535833,0.532320,0.559583,3.650800
4.922500,-0.004652,-0.003449,0.502612,-0.458772,0.710685,0.731995,0.007679,-0.012695,0.005422,0.543260,0.555928,0.547026,0.561828,3.650775
4.925000,-0.004517,-0.003497,0.498302,0.101464,-0.819536,0.734934,-0.015912,0.004157,0.002103,0.572198,0.546809,0.539147,0.583864,3.650750
4.927500,-0.004550,-0.003502,0.497765,-0.244345,0.904944,0.732632,-0.016511,0.009209,-0.009962,0.551577,0.537601,0.541752,0.519814,3.650725
4.930000,-0.004499,-0.003431,0.499621,0.226757,0.712213,0.732439,-0.045255,-0.011560,-0.002953,0.535413,0.555242,0.512271,0.499594,3.650700
4.932500,-0.004512,-0.003484,0.496613,0.042383,-0.182708,0.716341,0.012224,0.017025,0.014475,0.562609,0.559680,0.556218,0.551482,3.650675
4.935000,-0.004495,-0.003633,0.502277,0.580544,-0.553618,0.717160,-0.018571,0.005289,-0.007303,0.553879,0.558957,0.548752,0.576772,3.650650
4.937500,-0.004467,-0.003631,0.492774,-0.033099,-0.544835,0.715062,-0.002800,-0.015996,0.019636,0.561659,0.545358,0.574744,0.559584,3.650625
4.940000,-0.004379,-0.003778,0.494141,0.026513,-0.540328,0.716683,-0.019268,0.016936,0.008514,0.556181,0.551657,0.586336,0.531164,3.650600
4.942500,-0.004364,-0.003729,0.497905,-0.268486,-0.466693,0.717092,-0.020948,-0.020285,-0.012971,0.554327,0.544963,0.567325,0.590591,3.650575
4.945000,-0.004368,-0.003692,0.489706,0.573665,-0.045211,0.708222,-0.005057,0.019717,-0.000368,0.553104,0.575857,0.539266,0.560170,3.650550
4.947500,-0.004178,-0.003803,0.501617,0.202639,-0.313403,0.712716,-0.010687,-0.002374,0.007990,0.509908,0.494402,0.556446,0.548445,3.650525
4.950000,-0.004064,-0.003945,0.500089,0.368675,0.287646,0.699489,0.005945,0.004357,0.003098,0.526463,0.569635,0.550137,0.582214,3.650500
4.952500,-0.004079,-0.003880,0.507840,0.247411,0.629414,0.706327,0.008324,0.008954,-0.018474,0.549856,0.529846,0.593391,0.541280,3.650475
4.955000,-0.003999,-0.003979,0.504805,-0.650135,0.596346,0.705053,-0.006841,0.023036,-0.004624,0.541417,0.551522,0.529035,0.568825,3.650450
4.957500,-0.004058,-0.003910,0.511775,0.144536,-0.166603,0.705208,0.011928,-0.022947,0.004747,0.573595,0.547796,0.534551,0.537557,3.650425
4.960000,-0.004123,-0.003897,0.500671,0.971181,-0.190610,0.702869,0.034808,-0.049644,0.012531,0.562524,0.549405,0.551190,0.542494,3.650400
4.962500,-0.004156,-0.003981,0.502187,-0.180373,0.096858,0.704169,0.018404,-0.012427,0.000761,0.555405,0.545374,0.566857,0.553344,3.650375
4.965000,-0.004302,-0.003923,0.499836,-0.274668,-0.112824,0.695860,-0.006638,0.019550,-0.010214,0.548918,0.558064,0.547893,0.540802,3.650350
4.967500,-0.004376,-0.003874,0.502981,0.150711,-0.268579,0.695357,0.023402,0.008237,-0.009065,0.564115,0.545451,0.546790,0.559211,3.650325
4.970000,-0.004443,-0.003852,0.498593,-0.620459,0.765891,0.694210,0.041335,0.015020,-0.003741,0.548500,0.566686,0.552293,0.578846,3.650300
4.972500,-0.004445,-0.003841,0.498431,0.116567,-0.367400,0.684462,-0.021776,0.008686,-0.006382,0.557787,0.562634,0.535342,0.534189,3.650275
4.975000,-0.004406,-0.003803,0.495374,-0.081729,0.105897,0.677671,-0.032592,0.013606,-0.010254,0.573245,0.558567,0.568181,0.551339,3.650250
4.977500,-0.004401,-0.003756,0.506469,-0.004688,0.073090,0.670553,0.027970,-0.019203,-0.010357,0.529207,0.517556,0.565146,0.551743,3.650225
4.980000,-0.004486,-0.003885,0.493960,0.011605,0.407462,0.684091,0.002577,-0.019634,0.001210,0.563382,0.561920,0.549146,0.577904,3.650200
4.982500,-0.004537,-0.003860,0.499180,0.330946,-0.183744,0.701157,0.028263,0.010580,-0.019277,0.516454,0.526416,0.528748,0.518783,3.650175
4.985000,-0.004618,-0.003953,0.501069,-0.409317,-0.222299,0.728657,0.025961,0.035122,-0.004019,0.547789,0.556152,0.563827,0.565877,3.650150
4.987500,-0.004558,-0.003969,0.503185,-0.127521,0.119326,0.736147,-0.006488,0.015604,0.002793,0.551969,0.563578,0.534992,0.526675,3.650125
4.990000,-0.004443,-0.003996,0.502188,0.583084,-1.614451,0.749441,-0.016282,-0.012435,-0.002502,0.566554,0.512355,0.579866,0.544930,3.650100
4.992500,-0.004516,-0.003904,0.491554,0.713929,-0.613796,0.770335,0.015020,-0.040005,0.015864,0.554213,0.515216,0.516714,0.563651,3.650075
4.995000,-0.004445,-0.003851,0.511138,-0.387031,0.628188,0.761256,-0.023553,-0.029659,-0.008161,0.515554,0.561122,0.577517,0.556209,3.650050
4.997500,-0.004565,-0.003761,0.497135,-0.074190,-0.530255,0.752130,0.012528,0.013024,-0.017326,0.568010,0.546272,0.554405,0.553945,3.650025
5.000000,-0.004639,-0.003819,0.500031,0.423481,0.193209,0.738442,-0.029408,0.009755,0.005463,0.540476,0.558571,0.534445,0.566329,3.650000
5.002500,-0.004678,-0.003951,0.500962,0.541733,0.056702,0.744121,-0.041719,-0.033089,-0.008225,0.537234,0.564441,0.581599,0.534972,3.649975
5.005000,-0.004552,-0.004072,0.485139,0.470693,-0.305064,0.729322,-0.016629,0.024128,0.002128,0.542263,0.543747,0.534073,0.574707,3.649950
5.007500,-0.004549,-0.004144,0.502791,-0.870645,-0.031709,0.716513,-0.010358,0.013632,-0.006195,0.545574,0.513090,0.535966,0.593489,3.649925
5.010000,-0.004753,-0.004111,0.506621,0.881996,-0.116669,0.726946,0.011110,-0.030099,0.010323,0.535464,0.539576,0.537962,0.529549,3.649900
5.012500,-0.004696,-0.004129,0.496836,0.106004,0.123423,0.723271,-0.020551,0.016888,-0.006508,0.545695,0.570174,0.560290,0.527046,3.649875
5.015000,-0.004678,-0.004259,0.504983,0.389338,0.097506,0.730058,-0.025097,-0.027271,-0.004266,0.543927,0.544449,0.550132,0.535337,3.649850
5.017500,-0.004646,-0.004127,0.502513,-0.025186,-0.498668,0.708243,0.007652,0.006999,0.003024,0.572685,0.546262,0.556251,0.578499,3.649825
5.020000,-0.004788,-0.004021,0.492177,-0.158212,1.025016,0.697333,0.004972,0.005364,0.005131,0.569482,0.542174,0.573847,0.558725,3.649800
5.022500,-0.004695,-0.003965,0.496164,0.273047,0.131498,0.685932,0.010694,-0.042531,-0.003485,0.548125,0.543186,0.617902,0.555270,3.649775
5.025000,-0.004613,-0.003834,0.501022,0.065697,-0.702969,0.683234,-0.000889,-0.024376,0.001555,0.564528,0.517185,0.547167,0.549806,3.649750
5.027500,-0.004384,-0.003743,0.501612,-0.626099,-0.643028,0.683844,-0.039271,-0.007195,-0.005043,0.549598,0.569916,0.532985,0.555679,3.649725
5.030000,-0.004474,-0.003770,0.494547,0.056332,-0.985604,0.664769,-0.001795,0.028908,0.013238,0.537166,0.550052,0.583620,0.559972,3.649700
5.032500,-0.004483,-0.003902,0.500692,-0.374200,0.584847,0.674010,-0.020156,0.003535,0.014043,0.509224,0.519934,0.571477,0.562414,3.649675
