time,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,baro_alt,tof_range
4.292500,-0.000823,0.001850,0.000493,-0.000206,-0.001977,-9.798340,-0.074981,-0.003652
4.295000,0.001946,0.004889,0.000319,0.035423,0.024578,-9.828013,0.158525,-0.006198
4.297500,-0.002799,0.000463,-0.006580,0.018657,-0.000118,-9.820123,-0.030247,-0.004745
4.300000,0.003023,0.002908,0.003026,0.024758,0.003894,-9.791145,-0.094053,-0.008931
4.302500,-0.002943,-0.001895,0.001498,0.008554,-0.009039,-9.819267,0.004270,-0.003919
4.305000,-0.001149,0.004348,0.000285,0.041563,0.000053,-9.790571,-0.088670,-0.017561
4.307500,0.005160,0.001876,0.002003,0.021001,-0.000690,-9.809129,-0.105296,-0.013971
4.310000,0.003219,0.001025,0.000652,-0.033641,0.009693,-9.799156,-0.087276,-0.012973
4.312500,0.000707,0.006910,-0.001743,0.017171,-0.029094,-9.753812,0.285571,0.020752
4.315000,-0.001826,0.004320,0.001444,0.007987,-0.003248,-9.786844,0.085907,0.013076
4.317500,-0.000822,-0.000828,0.000094,0.014684,0.003300,-9.774002,-0.179497,0.010183
4.320000,0.000648,0.001442,0.002368,-0.035399,0.018881,-9.829974,0.099019,0.010015
4.322500,0.000561,0.008385,-0.000124,-0.034543,0.015784,-9.796353,0.112027,-0.006182
4.325000,0.000248,0.006537,-0.000583,-0.002243,0.032941,-9.770909,-0.107942,-0.009526
4.327500,0.000395,0.003961,-0.000767,-0.041438,0.000543,-9.793003,-0.040956,0.014635
4.330000,-0.000053,-0.002798,-0.001596,0.016598,-0.030737,-9.809986,-0.229558,0.011226
4.332500,-0.003048,0.004959,-0.000713,0.003489,-0.001753,-9.810887,-0.038679,0.007094
4.335000,-0.000790,0.000159,0.001616,0.045967,-0.038232,-9.826466,-0.203760,-0.002906
4.337500,0.002703,0.004938,-0.001267,0.008839,-0.038405,-9.814366,0.021825,0.013752
4.340000,-0.002867,-0.000055,-0.002306,0.016375,-0.015017,-9.821616,0.170764,0.000534
4.342500,0.000009,0.002901,0.002489,0.013664,0.005520,-9.823034,0.100352,-0.009064
4.345000,-0.001528,0.000146,0.000226,0.001853,-0.025310,-9.792941,0.058140,0.004589
4.347500,0.000744,0.000822,0.002437,0.002776,0.031397,-9.816283,0.042135,0.019229
4.350000,-0.000476,0.003226,0.000026,-0.001331,0.005221,-9.792977,0.189360,-0.007522
4.352500,0.004077,-0.001510,-0.000831,-0.056323,0.029258,-9.804709,0.124301,-0.000737
4.355000,0.001709,0.007497,-0.003689,0.026484,0.041047,-9.756848,-0.199633,-0.006095
4.357500,-0.002728,-0.000798,-0.002192,0.026720,0.023282,-9.811300,-0.005984,-0.007653
4.360000,0.002111,-0.000935,-0.001564,0.020386,-0.011355,-9.792049,-0.115638,0.008369
4.362500,-0.001416,0.003233,0.001251,0.002095,-0.024801,-9.822124,0.131613,-0.009303
4.365000,-0.000934,0.004860,0.000300,-0.003188,-0.022349,-9.814726,0.065054,-0.004440
4.367500,0.001240,0.000918,-0.001936,-0.026773,0.003240,-9.808237,-0.086759,-0.001160
4.370000,-0.000725,-0.000906,-0.006219,-0.029550,-0.010430,-9.801143,0.165259,0.027215
4.372500,0.002653,-0.000543,0.001695,-0.014018,-0.024476,-9.808762,0.065555,-0.017440
4.375000,-0.001415,-0.000805,0.002708,0.004797,0.013974,-9.824836,0.300624,-0.000106
4.377500,-0.001035,0.002460,0.002921,0.008814,0.012020,-9.786958,-0.078148,-0.016867
4.380000,-0.001126,0.001537,-0.001787,-0.012155,-0.021768,-9.795000,-0.019818,0.003320
4.382500,-0.000904,0.002747,0.003073,-0.030766,-0.013194,-9.782518,-0.147406,-0.003379
4.385000,0.003158,0.002598,0.001949,-0.015731,-0.034804,-9.806071,-0.053348,0.003502
4.387500,0.002011,0.003719,0.001938,-0.002815,0.001951,-9.774420,-0.067661,0.003716
4.390000,0.004649,0.000707,-0.000918,-0.036856,-0.010797,-9.810128,0.044908,0.001170
4.392500,0.006010,-0.000094,0.000245,0.004318,0.023111,-9.841263,-0.070255,-0.002183
4.395000,-0.002038,0.002089,0.005038,0.038046,-0.000481,-9.803572,-0.034341,0.003215
4.397500,0.000649,0.001573,0.004662,-0.018957,-0.018190,-9.859104,-0.053921,0.003193
4.400000,-0.002392,0.002325,0.000452,0.050015,0.000153,-9.801172,-0.023835,0.029292
4.402500,-0.001419,-0.000029,0.001038,-0.016628,-0.007294,-9.800188,0.065174,0.008662
4.405000,-0.001059,0.003274,-0.004785,-0.005261,-0.018345,-9.855352,-0.242720,0.013395
4.407500,-0.002101,-0.001168,0.003509,0.011404,-0.003972,-9.852568,0.069348,-0.015262
4.410000,-0.002088,0.000633,0.002391,-0.001093,-0.031812,-9.830779,0.004585,0.005959
4.412500,0.000127,0.004462,0.001414,-0.040009,0.002806,-9.808323,-0.058740,-0.003681
4.415000,-0.002490,-0.001053,-0.000898,0.005907,0.004606,-9.837363,-0.005924,0.010681
4.417500,0.002534,0.004270,0.000734,0.001835,0.024504,-9.776725,0.045896,0.010269
4.420000,-0.001760,-0.001731,0.004149,-0.006203,0.003193,-9.833348,0.108293,0.004385
4.422500,0.007335,-0.002161,0.001456,0.001692,-0.024077,-9.786481,-0.027726,-0.014842
4.425000,-0.000621,-0.001938,0.006994,0.010437,-0.073143,-9.855077,0.157362,0.003550
4.427500,0.000656,0.001992,0.002553,-0.020928,-0.026685,-9.774376,0.184351,0.006576
4.430000,-0.002680,0.003487,-0.001668,0.012647,0.006979,-9.788056,0.013586,-0.008600
4.432500,0.004644,0.004861,-0.000428,-0.014380,0.028234,-9.846052,0.213660,0.014465
4.435000,0.003213,0.004666,-0.001158,0.036234,0.001722,-9.804458,-0.146033,0.006436
4.437500,0.001206,0.003812,0.002667,0.024547,-0.019938,-9.793730,-0.110461,-0.004433
4.440000,-0.002804,-0.000323,0.003390,-0.023520,0.005172,-9.771873,0.114558,0.001412
4.442500,0.000996,-0.000344,0.004763,0.029027,-0.057507,-9.842264,0.197976,0.020927
4.445000,-0.002254,0.003629,-0.000235,0.009616,0.000488,-9.766700,-0.111526,0.014539
4.447500,0.004051,0.005174,0.001718,0.012512,0.013743,-9.812422,0.098924,0.010574
4.450000,0.002457,-0.000810,0.003700,-0.004282,-0.018950,-9.753349,0.169061,0.008151
4.452500,0.000716,0.004864,0.004358,-0.008091,0.022850,-9.768011,-0.072641,0.003998
4.455000,-0.005461,-0.002979,-0.002426,-0.006382,0.033124,-9.886353,-0.112997,0.011284
4.457500,-0.001916,0.002658,0.002090,-0.022493,0.013189,-9.790941,0.021614,0.013675
4.460000,0.002162,0.001453,-0.002334,-0.044155,0.008736,-9.811071,-0.082933,0.001502
4.462500,0.003444,0.001208,-0.000891,-0.015054,-0.082124,-9.785221,-0.245784,-0.012257
4.465000,0.003191,0.001782,-0.002610,-0.015167,0.007071,-9.793122,0.098272,-0.004515
4.467500,-0.003400,-0.000377,-0.000937,-0.025721,0.022743,-9.799331,0.001443,-0.017916
4.470000,0.001221,0.002794,-0.002959,0.013736,-0.002948,-9.789706,-0.057517,-0.011572
4.472500,0.002963,0.001854,-0.002305,0.005760,0.019223,-9.830285,0.085912,-0.007973
4.475000,-0.003561,0.003988,-0.001628,-0.013983,0.003277,-9.850190,-0.005487,-0.013591
4.477500,0.000467,0.005586,0.001319,-0.007351,0.001026,-9.791714,0.125443,0.000740
4.480000,0.001154,0.002015,0.000663,0.005265,0.011378,-9.799616,0.063855,0.014102
4.482500,-0.000247,-0.000292,-0.003431,-0.017154,-0.004442,-9.778371,-0.114144,0.024401
4.485000,-0.004033,-0.001071,0.007270,-0.060281,-0.018062,-9.792881,0.118220,-0.005342
4.487500,-0.000308,0.005849,-0.000611,0.028236,-0.006001,-9.817480,0.120227,-0.013164
4.490000,-0.000311,0.005537,-0.002662,-0.002705,-0.008340,-9.799117,-0.012448,0.005872
4.492500,0.000126,0.003871,0.002003,0.006378,0.008978,-9.774369,0.192039,0.015334
4.495000,-0.000887,0.001852,0.000571,0.004060,-0.021107,-9.802041,0.034215,0.005282
4.497500,-0.000593,0.003694,-0.001401,-0.034054,0.027406,-9.855855,0.071852,0.009573
4.500000,0.000391,0.004888,0.001536,-0.016213,0.007618,-9.772702,0.000325,0.005766
4.502500,0.001568,0.000198,-0.001058,-0.000315,0.028272,-9.831516,-0.190482,0.009479
4.505000,-0.000254,0.001778,-0.000138,-0.004701,-0.005957,-9.820698,0.110211,-0.002030
4.507500,-0.000511,-0.000994,0.004159,-0.026774,-0.031268,-9.831301,0.012743,-0.001797
4.510000,0.000715,0.001390,0.000885,0.008085,-0.029066,-9.802073,-0.134498,-0.014078
4.512500,-0.004197,0.005473,0.002082,0.013435,-0.015311,-9.815832,0.056888,-0.021722
4.515000,0.001654,0.004337,-0.000690,-0.008984,-0.025010,-9.791201,0.052013,0.003602
4.517500,0.000489,0.002034,0.000958,0.023659,-0.037005,-9.785678,0.020816,0.008821
4.520000,0.000587,-0.004866,-0.001296,0.012576,0.004409,-9.844315,-0.014381,-0.005869
4.522500,0.002835,0.000105,-0.001404,0.009123,0.007970,-9.858577,0.012824,0.003605
4.525000,-0.004274,0.001955,-0.000421,-0.011787,-0.005308,-9.821068,-0.038477,0.014567
4.527500,-0.004325,0.001178,-0.001109,-0.004006,0.033103,-9.784926,0.023436,-0.003465
4.530000,0.001159,0.001785,0.003119,0.019665,-0.000658,-9.798160,-0.049098,-0.009007
4.532500,0.000474,0.002297,0.002000,-0.034204,-0.007777,-9.789093,-0.067675,0.010074
4.535000,0.000907,0.000403,-0.005006,-0.032672,-0.007002,-9.835917,-0.046688,0.018895
4.537500,-0.000635,0.001686,0.004794,-0.009624,0.017691,-9.835794,0.107379,0.004459
4.540000,0.002113,0.001340,0.002152,-0.000477,-0.032177,-9.789388,-0.040352,0.001033
4.542500,0.002768,-0.000011,0.003381,-0.002301,-0.043276,-9.833820,0.009907,-0.012751
4.545000,0.001674,0.006210,0.000171,0.012321,0.005013,-9.799198,-0.162975,-0.013952
4.547500,-0.000143,0.000542,-0.003057,0.005701,0.004984,-9.844401,0.032979,0.011956
4.550000,-0.004649,-0.003796,-0.002642,0.000493,0.013950,-9.811999,0.098117,-0.002810
4.552500,0.002371,0.006056,0.004755,-0.007122,-0.000610,-9.824146,0.059267,-0.003339
4.555000,0.003475,-0.000361,-0.003381,0.019275,0.041522,-9.792707,-0.072242,-0.007019
4.557500,0.002067,0.003900,-0.002938,0.028324,0.019451,-9.845899,0.031150,0.004043
4.560000,-0.001652,0.000043,-0.000466,-0.006988,-0.054298,-9.785301,-0.058024,0.008321
4.562500,0.002139,0.003093,-0.002789,0.009188,-0.032378,-9.804197,0.039695,-0.006714
4.565000,0.002595,0.001587,0.001891,-0.006081,-0.044091,-9.786416,-0.088779,0.000159
4.567500,0.004299,0.004145,0.002081,-0.028547,0.001844,-9.825085,0.125154,0.003846
4.570000,-0.001642,0.001183,0.001601,-0.039345,0.004502,-9.787641,0.143081,-0.004598
4.572500,-0.000057,0.000105,-0.000907,0.027752,0.040336,-9.820309,-0.016771,-0.005625
4.575000,0.002319,0.002331,0.001296,0.018873,-0.017447,-9.773063,-0.067356,-0.006092
4.577500,0.000636,0.000771,0.004944,0.009497,-0.021190,-9.845265,-0.163143,-0.006924
4.580000,-0.002230,-0.003003,-0.002907,0.023558,0.005972,-9.844832,0.261342,-0.000400
4.582500,0.001509,0.000236,0.003317,-0.018901,-0.024323,-9.808534,0.050622,0.003113
4.585000,0.001909,0.008704,0.002564,0.021020,-0.006003,-9.803134,-0.027210,0.003300
4.587500,0.000712,-0.002740,0.000336,0.008224,0.021790,-9.802330,-0.050417,-0.007641
4.590000,0.001034,0.002292,0.001000,-0.010169,0.018328,-9.792722,-0.115717,0.032545
4.592500,-0.000133,0.001111,0.001464,-0.054382,0.025124,-9.839879,0.095556,0.011897
4.595000,0.004105,0.006184,-0.001788,-0.033746,-0.030814,-9.765893,0.049097,-0.000655
4.597500,-0.001699,-0.001007,-0.003388,0.040584,0.013165,-9.809046,-0.055024,0.003479
4.600000,-0.000934,0.001951,0.002807,0.039774,0.000223,-9.788881,0.046210,0.004757
4.602500,0.000526,0.003378,-0.002442,-0.033465,0.055894,-9.805024,0.070384,0.005824
4.605000,0.002644,0.001266,-0.002072,-0.047125,0.016981,-9.783868,0.035244,-0.006886
4.607500,-0.003154,-0.000170,-0.000662,0.030750,0.000185,-9.720758,0.200837,0.009385
4.610000,-0.002697,0.001649,0.001290,-0.001911,0.024276,-9.830597,-0.033873,0.017252
4.612500,-0.004472,0.000948,-0.000622,-0.017002,0.013752,-9.804578,-0.160116,0.006573
4.615000,0.000580,0.000941,-0.001170,-0.029119,0.017967,-9.811105,0.046746,0.001023
4.617500,-0.002228,0.003974,0.002922,-0.029311,0.012088,-9.776113,-0.027976,0.006186
4.620000,-0.000437,0.002686,-0.000216,0.030788,-0.008850,-9.790443,0.000500,-0.003514
4.622500,0.002115,0.003049,-0.001351,0.005884,-0.009054,-9.782540,0.064862,0.014796
4.625000,-0.001064,0.002509,0.001561,-0.042299,0.016616,-9.816721,-0.114112,-0.003487
4.627500,0.001066,0.004045,0.000741,-0.016569,-0.014616,-9.788722,-0.162184,-0.009421
4.630000,-0.000228,0.004885,0.000669,0.037349,0.004282,-9.827668,0.090679,-0.000113
4.632500,0.002142,0.001003,0.001681,0.007116,0.012069,-9.819734,0.023390,-0.010174
4.635000,0.001662,0.003702,0.000264,-0.032969,-0.013280,-9.780321,0.174294,0.001769
4.637500,-0.001186,-0.001460,0.002661,-0.015333,0.010782,-9.784689,0.098682,-0.003975
4.640000,0.000091,-0.003795,-0.002885,-0.002585,0.000910,-9.782193,0.028106,0.003910
4.642500,0.003050,0.006159,0.003629,0.022407,-0.008754,-9.827053,-0.135252,-0.021299
4.645000,0.001463,0.000889,-0.001628,-0.002325,0.018457,-9.789289,0.214554,-0.004432
4.647500,-0.002905,0.002318,-0.003393,0.032504,-0.029479,-9.830016,-0.220941,0.004807
4.650000,0.002104,-0.001287,-0.001322,0.006196,-0.029614,-9.805299,-0.006052,0.004625
4.652500,-0.002142,-0.001400,-0.000251,-0.054081,0.001324,-9.787425,-0.117718,0.009936
4.655000,0.003951,-0.000037,-0.001192,0.012622,-0.026233,-9.798278,0.004414,-0.011255
4.657500,0.003004,0.003271,-0.001753,-0.004305,0.030675,-9.778150,0.021791,0.002637
4.660000,0.001212,0.000442,0.003068,-0.011932,-0.007602,-9.843252,-0.088294,-0.015536
4.662500,0.000889,0.000883,-0.001522,0.009307,-0.032673,-9.816906,-0.117751,-0.005136
4.665000,-0.000004,-0.000114,-0.004906,-0.005870,-0.003506,-9.837578,-0.044190,-0.009764
4.667500,0.002161,0.004547,-0.000252,0.004749,0.042269,-9.815971,0.006592,-0.005144
4.670000,-0.000399,0.003821,0.005594,-0.012352,-0.020595,-9.807064,0.060462,0.002006
4.672500,0.001081,0.000521,-0.001992,-0.013287,-0.014391,-9.805888,0.051956,0.002090
4.675000,0.002634,0.003371,-0.001591,0.026130,0.013343,-9.786070,-0.052277,0.011021
4.677500,-0.000864,0.001103,-0.000381,0.002695,0.033381,-9.784536,-0.081483,-0.003266
4.680000,-0.000996,0.000878,0.004373,0.009665,-0.023330,-9.818497,0.156409,-0.011295
4.682500,-0.002407,0.001580,-0.000272,-0.013635,-0.017699,-9.795934,-0.161749,-0.000310
4.685000,-0.002090,0.003271,-0.001892,0.025113,-0.036377,-9.767309,0.081549,0.019573
4.687500,-0.003953,-0.000475,0.001492,0.004859,-0.000270,-9.768615,-0.079832,-0.019816
4.690000,0.002289,0.002927,0.001310,-0.007973,0.005967,-9.805885,0.028766,0.009335
4.692500,0.004922,0.007796,0.001794,0.029892,0.021649,-9.793314,0.146974,0.022063
4.695000,0.003987,0.002148,-0.001985,-0.007982,0.010224,-9.807343,-0.001595,-0.008532
4.697500,-0.003459,0.001789,-0.000770,0.004263,0.002608,-9.861182,0.062886,-0.004671
4.700000,0.002278,0.001496,0.003354,-0.028380,0.006271,-9.836442,0.018124,0.007422
4.702500,0.003980,0.002868,0.001606,-0.014765,0.014230,-9.818551,0.028457,-0.007574
4.705000,-0.000605,-0.002228,0.002581,0.018328,-0.027765,-9.816963,0.007613,0.021943
4.707500,0.000758,0.005852,0.000476,-0.001192,0.006139,-9.815812,0.049886,-0.014946
4.710000,-0.004389,0.004095,0.003186,0.002175,-0.039074,-9.824096,-0.056760,0.003343
4.712500,0.001161,0.000129,0.001324,-0.002121,0.027083,-9.807656,-0.045460,0.005562
4.715000,-0.002084,0.001778,-0.000668,-0.001154,0.042701,-9.812236,-0.078128,-0.004077
4.717500,0.000998,0.000341,0.002428,-0.012751,-0.013635,-9.823643,0.094101,0.007056
4.720000,-0.003298,0.002431,-0.001525,-0.011109,0.007589,-9.821650,0.259336,0.006847
4.722500,0.001836,0.001851,0.004376,-0.006938,0.019242,-9.822711,0.119592,-0.001655
4.725000,0.003012,0.002259,0.003070,-0.006844,0.036893,-9.780076,0.086249,-0.010429
4.727500,-0.001399,-0.000808,-0.000104,0.010910,-0.002944,-9.794131,-0.068355,-0.004668
4.730000,-0.002262,0.000526,0.000160,0.010125,-0.016465,-9.816711,-0.202165,0.010348
4.732500,-0.004748,0.004497,0.000934,0.031097,0.011241,-9.789125,-0.246425,0.008283
4.735000,-0.000137,0.000398,0.000190,0.016345,0.031312,-9.817624,-0.294320,0.000980
4.737500,-0.000906,-0.004750,0.003830,-0.020910,0.001997,-9.812143,0.003924,0.001611
4.740000,-0.003271,0.001333,-0.000702,-0.015809,0.032035,-9.813199,-0.082139,0.001889
4.742500,0.001619,0.007585,-0.003054,0.021960,0.023996,-9.779628,0.032342,0.003158
4.745000,-0.000584,0.003772,-0.000018,0.015578,0.017513,-9.800282,0.066934,-0.001128
4.747500,-0.002110,0.000275,0.002449,0.024524,-0.000568,-9.816305,-0.045280,-0.007866
4.750000,-0.000839,0.001577,0.003089,-0.000095,-0.005628,-9.774913,-0.082324,0.021178
4.752500,0.003129,0.003359,0.000891,-0.006132,0.040682,-9.810954,0.143110,0.009859
4.755000,0.001986,-0.002585,-0.000933,0.008083,-0.020468,-9.831654,0.060785,0.004378
4.757500,0.000198,-0.000389,0.000507,-0.032430,0.012284,-9.822659,0.010143,-0.002370
4.760000,0.002026,0.002672,-0.000984,-0.004666,0.010615,-9.843966,0.022541,-0.002117
4.762500,-0.002317,0.005591,-0.005010,0.046238,0.008272,-9.823384,0.101991,-0.000254
4.765000,0.000595,0.000628,-0.001464,-0.007790,-0.025491,-9.817095,-0.049323,0.017164
4.767500,0.000876,0.005524,0.001861,-0.000368,0.001885,-9.833173,0.113393,-0.008640
4.770000,-0.000630,-0.000141,-0.000045,-0.004795,-0.012485,-9.823933,0.074813,0.001634
4.772500,0.001579,-0.006561,-0.000137,0.035466,0.022074,-9.831413,0.170924,-0.006121
4.775000,-0.001387,0.003515,0.003317,-0.027958,0.006068,-9.784604,0.177627,-0.011579
4.777500,0.001761,0.003018,-0.001735,0.015921,0.035093,-9.845049,0.079918,0.014969
4.780000,0.001864,0.003496,-0.001496,-0.009433,0.033979,-9.836437,0.132392,-0.002757
4.782500,-0.006600,0.003401,0.001425,-0.015338,-0.009296,-9.805447,0.006186,-0.011190
4.785000,0.003423,0.002167,-0.001119,-0.039553,0.033982,-9.844868,0.089571,0.001422
4.787500,-0.006918,0.001068,-0.001131,0.040461,-0.014462,-9.803504,-0.139585,0.000920
4.790000,-0.000984,0.001161,0.004399,0.017074,0.031579,-9.834205,0.148563,-0.010718
4.792500,0.003021,0.000576,-0.001997,-0.031313,-0.027633,-9.796397,0.024079,0.013659
4.795000,-0.000255,0.000722,-0.001168,-0.029717,0.035190,-9.821354,-0.115240,0.014757
4.797500,-0.003058,-0.002720,0.001690,-0.015240,-0.016573,-9.817788,0.098951,-0.001154
4.800000,-0.002149,-0.001264,0.000500,0.011783,-0.007907,-9.790535,0.133782,0.011135
4.802500,0.003026,0.001301,-0.002731,-0.003028,-0.004000,-9.805860,0.029142,-0.006913
4.805000,-0.004168,-0.003769,0.004973,-0.021551,-0.013993,-9.846383,-0.022750,-0.006736
4.807500,0.003275,-0.003200,-0.001317,-0.001906,0.032221,-9.805057,-0.209808,0.017331
4.810000,0.000386,0.000883,0.000022,0.029922,-0.040196,-9.812771,-0.002034,0.003307
4.812500,-0.002388,0.001386,0.001687,0.014042,0.012161,-9.814859,0.182460,0.004526
4.815000,-0.000901,0.000934,0.005898,-0.042632,0.014278,-9.818008,-0.055667,-0.010793
4.817500,-0.001960,-0.004108,-0.000378,-0.024827,-0.024662,-9.827960,-0.053905,-0.013466
4.820000,0.002636,0.005487,-0.001621,-0.003089,-0.010595,-9.801561,0.129451,0.012283
4.822500,0.002309,-0.001806,0.001837,0.003162,-0.023475,-9.822202,-0.158417,-0.025050
4.825000,-0.003672,-0.000298,0.005718,0.030892,-0.007542,-9.764543,-0.055090,0.007594
4.827500,-0.000462,-0.001380,0.000955,-0.000239,0.021459,-9.766334,0.082079,0.021495
4.830000,-0.001583,0.004868,-0.000073,0.012725,-0.008926,-9.808213,0.090996,-0.000117
4.832500,0.003679,0.002727,0.001578,-0.051618,0.006787,-9.787174,-0.124825,0.006766
4.835000,-0.002771,0.000544,-0.004440,-0.009382,-0.002396,-9.812773,0.098220,0.001023
4.837500,0.004438,0.000372,-0.000876,0.016493,0.047392,-9.817236,0.095643,0.018183
4.840000,0.000443,0.002137,-0.003829,0.044569,0.003086,-9.806444,-0.067451,0.019508
4.842500,-0.002311,-0.001343,-0.000254,-0.031616,-0.020227,-9.828775,0.005870,-0.012103
4.845000,-0.001128,0.002627,-0.000627,-0.004051,0.005680,-9.827299,0.106097,0.007066
4.847500,-0.001431,0.000360,-0.005810,-0.041574,0.016481,-9.759533,-0.021770,-0.010597
4.850000,-0.002585,0.002966,0.001063,-0.004811,-0.012736,-9.808225,-0.168421,0.006741
4.852500,0.000757,0.002883,0.002134,0.024584,0.030447,-9.794519,0.085153,0.002200
4.855000,-0.002471,0.000250,0.000154,0.021786,-0.038198,-9.789741,0.142294,0.004728
4.857500,-0.004794,-0.003311,-0.003103,-0.001151,-0.010055,-9.827514,0.035929,0.017718
4.860000,-0.000400,0.001096,0.003714,-0.006099,0.000490,-9.839691,-0.040457,-0.012705
4.862500,-0.003873,-0.001839,0.005256,0.061379,0.023106,-9.769282,0.006003,0.011886
4.865000,-0.001309,0.001890,0.001604,-0.005141,0.033339,-9.801741,-0.098709,-0.015234
4.867500,-0.001691,0.001072,-0.000236,-0.013002,0.032776,-9.806422,-0.202836,0.004456
4.870000,-0.001599,0.000263,-0.000204,-0.013306,0.003806,-9.797118,0.094665,0.004585
4.872500,0.005410,-0.001463,0.001686,-0.034663,0.026744,-9.797030,0.110969,0.018505
4.875000,0.000665,0.004593,0.000848,0.010338,0.015713,-9.782942,0.096694,-0.003813
4.877500,0.001127,0.000591,0.001692,0.015286,0.003083,-9.786302,0.013276,-0.010849
4.880000,-0.003806,0.007440,0.001727,0.014455,-0.011773,-9.806854,0.162426,0.022690
4.882500,-0.001067,0.001783,-0.001171,0.018254,0.005550,-9.806495,0.014341,0.004832
4.885000,0.001054,0.002555,-0.001378,-0.014092,0.029885,-9.774683,0.015261,-0.012039
4.887500,-0.001971,0.001793,-0.000054,-0.003915,0.002075,-9.843112,-0.354007,0.009300
4.890000,0.002745,0.002531,0.001771,0.027150,-0.008947,-9.804314,-0.028205,0.000613
4.892500,-0.002405,0.004364,-0.003174,-0.011129,0.027312,-9.834199,-0.217920,-0.007443
4.895000,-0.000169,0.004392,0.000073,-0.013294,-0.010359,-9.845872,0.152735,0.005313
4.897500,-0.000900,-0.002613,0.000544,0.023444,0.013183,-9.824159,0.007564,0.014959
4.900000,0.000931,0.003785,-0.000556,-0.018822,0.009208,-9.833288,0.148106,-0.002877
4.902500,-0.001032,0.002910,0.004055,-0.027042,0.021366,-9.793250,-0.124357,-0.005593
4.905000,-0.000130,0.001785,0.003639,-0.024809,0.019041,-9.852005,0.004484,-0.006566
4.907500,-0.000045,0.005876,0.001647,0.063742,0.015705,-9.778565,-0.045540,-0.005311
4.910000,-0.001261,0.005974,0.004953,0.023723,-0.007628,-9.815675,-0.248852,-0.010801
4.912500,0.001715,0.003904,0.002777,0.014640,-0.012144,-9.787683,0.147077,0.004950
4.915000,0.001114,0.000371,0.000961,-0.022186,0.007677,-9.822118,0.108016,0.008370
4.917500,0.000316,-0.001213,-0.000530,0.011743,0.005642,-9.824314,0.029746,0.002924
4.920000,-0.000518,0.003537,-0.000330,0.039967,0.058433,-9.815646,0.077016,0.001580
4.922500,0.002476,0.005014,0.001563,0.008506,0.008455,-9.816636,-0.085671,0.010812
4.925000,-0.000043,-0.003253,-0.000272,-0.026112,0.002226,-9.815099,-0.132377,-0.009451
4.927500,-0.000215,0.004347,-0.003066,0.012599,-0.013256,-9.825964,-0.081915,0.003040
4.930000,0.000789,0.001075,-0.000293,-0.003789,-0.023951,-9.809128,-0.088086,0.006815
4.932500,0.004673,-0.002717,0.003143,0.003229,-0.035477,-9.801162,-0.029244,-0.000903
4.935000,-0.002736,0.002842,-0.005644,-0.022801,-0.025214,-9.796210,0.026942,0.005667
4.937500,0.002413,0.003915,0.004060,-0.017985,-0.006725,-9.778156,-0.025971,0.016216
4.940000,-0.004085,0.000839,0.002038,-0.011162,0.022914,-9.804120,0.185765,-0.005781
4.942500,0.001065,-0.000884,0.000065,-0.018362,0.010030,-9.791970,-0.177805,0.004267
4.945000,0.004378,0.005874,0.001339,-0.001394,-0.023026,-9.773212,0.075714,-0.001724
4.947500,0.001728,0.000065,0.002983,-0.016139,-0.014208,-9.824828,-0.086615,0.019064
4.950000,0.000952,0.004525,0.000720,0.038628,-0.002511,-9.791955,-0.039244,-0.012075
4.952500,-0.000832,-0.001996,0.002953,0.011603,-0.008032,-9.823366,0.183450,-0.007989
4.955000,0.000612,0.002711,0.002715,0.017893,-0.020068,-9.822824,-0.057204,0.009076
4.957500,-0.000079,0.002641,0.001066,-0.003281,-0.058022,-9.805039,-0.065851,0.003176
4.960000,-0.001381,0.003827,-0.002071,-0.047324,-0.025017,-9.874569,-0.059288,-0.005831
4.962500,-0.000170,0.005339,0.000401,0.019809,-0.023725,-9.813268,-0.025479,-0.010326
4.965000,0.001021,-0.000289,-0.004341,-0.002586,0.026987,-9.824850,0.003632,0.000049
4.967500,-0.001335,0.002966,0.001728,0.009830,0.033040,-9.841468,-0.016815,0.006863
4.970000,-0.001430,-0.001639,-0.000384,-0.001682,-0.044220,-9.790900,-0.199953,-0.012982
4.972500,-0.002781,-0.001666,-0.000860,-0.052549,0.017831,-9.824007,-0.102841,0.007107
4.975000,0.001492,0.000284,0.002241,-0.010158,0.028803,-9.794798,0.111753,0.000533
4.977500,0.001869,0.002694,-0.002458,-0.019503,-0.018116,-9.788888,0.098196,0.016095
4.980000,0.001104,0.005787,0.000915,0.004900,-0.038350,-9.786784,0.025819,0.008467
4.982500,0.002894,0.006231,-0.000187,0.010814,0.038752,-9.751364,-0.050133,-0.004408
4.985000,0.000754,0.000829,0.000202,0.050851,-0.004413,-9.821516,0.004732,0.019135
4.987500,0.001496,0.002441,0.001336,0.011015,0.030124,-9.834703,-0.085777,0.007771
4.990000,0.001281,0.003996,0.005092,-0.013225,0.002019,-9.756301,0.135525,0.025181
4.992500,0.000317,0.003563,0.001616,-0.009981,0.034795,-9.813561,0.116235,-0.010595
4.995000,-0.000755,0.001282,0.003958,0.012170,0.010937,-9.811497,0.019908,0.004284
4.997500,0.005943,0.001881,0.004049,0.019939,-0.008478,-9.786171,-0.068145,-0.004546
5.000000,-0.000562,0.001426,0.002522,-0.029400,-0.011359,-9.807647,0.045555,-0.006421
